ship_city_state,transaction_count,sum_trans_amount,avg_trans_amount
"shavertown, pa",3,2075.48,691.83
"el sobrante, ca",13,12495.42,961.19
"cocoa, fl",23,25876.16,1125.05
"secaucus, nj",27,31629.15,1171.45
"alachua, fl",13,11988.54,922.20
"santee, ca",34,34344.93,1010.15
"union city, nj",31,28565.48,921.47
"lake crystal, mn",3,1242.33,414.11
"centre hall, pa",1,1660.38,1660.38
"cromwell, ct",20,29491.94,1474.60
"frederick, ok",1,1246.74,1246.74
"fruitland, id",2,206.06,103.03
"tallassee, al",2,730.08,365.04
"waterville, oh",9,11393.17,1265.91
"apache junction, az",6,5598.05,933.01
"chichester, ny",4,1677.24,419.31
"mount vernon, wa",30,36061.66,1202.06
"needham heights, ma",10,8143.00,814.30
"commerce, ca",14,21613.98,1543.86
"merrimack, nh",50,44308.41,886.17
"sharpsville, in",1,575.66,575.66
"springfield, ne",5,3930.34,786.07
"rixeyville, va",1,97.93,97.93
"muskego, wi",14,17654.70,1261.05
"powder springs, ga",25,20579.21,823.17
"st. george, ut",5,6014.85,1202.97
"lemoore, ca",7,4737.41,676.77
"villa park, ca",8,6189.27,773.66
"buena park, ca",32,49119.37,1534.98
"holmen, wi",11,9573.09,870.28
"camden, ar",3,1351.73,450.58
"kew gardens, ny",15,12531.07,835.40
"vicksburg, ms",21,40127.52,1910.83
"ripon, wi",2,1263.89,631.95
"great mills, md",7,5119.80,731.40
"fate, tx",6,4901.55,816.93
"ansonia, ct",4,4983.73,1245.93
"myerstown, pa",4,3450.15,862.54
"lauderdale, mn",4,1924.59,481.15
"coventry, ri",5,2321.90,464.38
"oneida, wi",3,3442.27,1147.42
"amelia court house, va",3,2030.18,676.73
"perris, ca",9,8965.87,996.21
"glen ellen, ca",3,2466.46,822.15
"villa park, il",10,10105.45,1010.55
"mount wolf, pa",2,2142.26,1071.13
"pearsall, tx",1,851.93,851.93
"imperial beach, ca",10,9413.02,941.30
"holt, mi",11,10036.50,912.41
"westchase, fl",3,1855.02,618.34
"carlsbad, nm",8,4438.79,554.85
"old orchard beach, me",8,5742.37,717.80
"new windsor, md",4,3286.26,821.57
"edgewood, ky",2,2661.66,1330.83
"fair haven, nj",15,13562.70,904.18
"helena, mt",75,72916.02,972.21
"kneeland, ca",1,708.13,708.13
"chester, vt",3,1679.04,559.68
"thurmont, md",2,3703.73,1851.87
"holland, pa",14,10803.94,771.71
"valley city, nd",4,3734.08,933.52
"mc donald, pa",13,9999.66,769.20
"philomath, or",15,26411.40,1760.76
"watertown, ct",12,14726.66,1227.22
"west allis, wi",21,12248.81,583.28
"vicksburg, mi",6,7223.90,1203.98
"berlin, ma",12,9963.93,830.33
"brighton, mi",62,53215.59,858.32
"dalton, ma",2,5052.39,2526.20
"lincroft, nj",7,6747.24,963.89
"annandale, nj",6,2578.20,429.70
"asbury park, nj",15,15876.47,1058.43
"springville, ut",34,28883.23,849.51
"tupelo, ms",11,14298.41,1299.86
"joplin, mo",22,27659.20,1257.24
"owings, md",8,4740.53,592.57
"budd lake, nj",6,4238.77,706.46
"phoenicia, ny",3,358.78,119.59
"kinston, nc",5,7680.66,1536.13
"danbury, ct",29,25429.32,876.87
"cohasset, ma",19,21760.23,1145.28
"stockbridge, ma",17,17432.31,1025.43
"coram, mt",1,1175.60,1175.60
"maspeth, ny",12,18103.00,1508.58
"south barrington, il",14,10665.27,761.81
"dodge city, ks",5,4712.14,942.43
"rochdale, ma",3,1109.20,369.73
"chester, nh",10,7819.00,781.90
"old hickory, tn",17,12957.45,762.20
"brodhead, wi",3,2782.04,927.35
"upper marlboro, md",52,44951.41,864.45
"south deerfield, ma",5,3812.68,762.54
"cornucopia, wi",1,884.09,884.09
"lake balboa, ca",16,18284.85,1142.80
"miami gardens, fl",10,6383.98,638.40
"st. george, vt",1,147.34,147.34
"mentor, oh",22,20510.71,932.31
"franklin lakes, nj",19,18146.80,955.09
"swisher, ia",8,5370.36,671.30
"kingston, pa",4,3752.40,938.10
"woods hole, ma",1,1482.83,1482.83
"ledyard, ct",4,2193.83,548.46
"cottonwood, az",14,16919.04,1208.50
"woodside, ca",27,25475.95,943.55
"saint john, in",16,34548.70,2159.29
"tipp city, oh",8,11837.84,1479.73
"laguna hills, ca",51,53419.49,1047.44
"roxbury, ct",2,1230.05,615.03
"hope valley, ri",3,3043.08,1014.36
"north oaks, mn",13,13204.55,1015.73
"burtonsville, md",9,6064.50,673.83
"canby, or",9,7545.00,838.33
"bellmawr, nj",6,5242.21,873.70
"lilburn, ga",28,23156.13,827.00
"free union, va",2,869.78,434.89
"topeka, ks",35,69956.53,1998.76
"talbott, tn",6,4115.70,685.95
"fortville, in",15,12236.52,815.77
"meadville, pa",5,5401.76,1080.35
"hanover park, il",18,13386.44,743.69
"chicago ridge, il",2,1621.38,810.69
"madrid, ia",3,3369.00,1123.00
"shelbyville, ky",9,10834.60,1203.84
"bridgewater, ma",13,10632.51,817.89
"mountville, pa",5,4623.72,924.74
"hartland, wi",17,11978.55,704.62
"kittery, me",7,8971.10,1281.59
"licking, mo",1,59.00,59.00
"florence, al",17,41737.45,2455.14
"delano, ca",5,3706.49,741.30
"suisun city, ca",11,7625.25,693.20
"strongsville, oh",31,21210.84,684.22
"big timber, mt",1,799.20,799.20
"cardiff, ca",11,7074.88,643.17
"stanton, ca",9,5531.03,614.56
"union, mo",6,6801.00,1133.50
"hilmar, ca",5,1289.76,257.95
"saginaw, tx",8,8987.36,1123.42
"mountain home, ar",13,16589.31,1276.10
"siloam springs, ar",13,13796.96,1061.30
"lebanon, ct",2,412.64,206.32
"mapleton, me",1,579.20,579.20
"west dundee, il",9,4313.75,479.31
"bargersville, in",10,8990.14,899.01
"leavenworth, wa",11,9973.37,906.67
"townshend, vt",4,3492.34,873.09
"saddle river, nj",10,6718.67,671.87
"cedar city, ut",17,17573.60,1033.74
"bangor, pa",8,8077.62,1009.70
"menasha, wi",10,8453.57,845.36
"harrison, tn",7,6278.60,896.94
"arnold, md",11,12095.73,1099.61
"windsor locks, ct",7,3500.06,500.01
"gansevoort, ny",7,3252.77,464.68
"rockville, va",7,6103.46,871.92
"fox point, wi",14,7746.90,553.35
"villas, nj",6,4353.28,725.55
"mountainside, nj",14,16510.03,1179.29
"river falls, wi",13,16042.97,1234.07
"burkeville, va",1,125.31,125.31
"cape elizabeth, me",24,19222.81,800.95
"warren, ct",1,871.22,871.22
"easton, nh",1,2575.20,2575.20
"edgewood, ny",1,1249.19,1249.19
"east syracuse, ny",15,51393.63,3426.24
"plaistow, nh",10,5492.59,549.26
"warrensburg, mo",9,8929.99,992.22
"mechanicsville, va",50,49221.50,984.43
"fairview, ut",1,1277.80,1277.80
"pella, ia",17,25400.52,1494.15
"totowa, nj",6,6795.21,1132.54
"chester, nj",15,48284.27,3218.95
"reedsburg, wi",4,1250.19,312.55
"ridgecrest, ca",23,20347.18,884.66
"haltom city, tx",8,5401.69,675.21
"elk rapids, mi",2,1149.04,574.52
"sturtevant, wi",3,21053.55,7017.85
"loomis, ca",13,17548.21,1349.86
"north salem, ny",7,4097.66,585.38
"rockaway, nj",11,11123.54,1011.23
"oxford, ms",29,20161.52,695.22
"dover, ma",27,29153.15,1079.75
"holladay, ut",37,34506.24,932.60
"o fallon, mo",47,39215.98,834.38
"bluffton, sc",48,52574.83,1095.31
"gallatin, tn",26,31119.67,1196.91
"summit, wi",4,5020.05,1255.01
"alton bay, nh",2,909.40,454.70
"odessa, tx",18,18103.75,1005.76
"hopewell junction, ny",22,21763.27,989.24
"lake worth, fl",43,42513.30,988.68
"deerfield, wi",6,8399.91,1399.99
"carthage, nc",4,2907.62,726.91
"trenton, mi",5,2080.78,416.16
"southfield, mi",13,14776.40,1136.65
"lakeside, ca",19,20692.94,1089.10
"penllyn, pa",1,329.87,329.87
"cave junction, or",2,2625.00,1312.50
"tomkins cove, ny",4,1781.68,445.42
"germantown, wi",20,9921.42,496.07
"clementon, nj",5,3023.89,604.78
"pitman, nj",5,3926.95,785.39
"kendallville, in",4,8677.27,2169.32
"manorville, ny",1,1112.32,1112.32
"middleburg, fl",15,12683.41,845.56
"findlay, oh",21,28857.09,1374.15
"de smet, sd",1,259.16,259.16
"state college, pa",98,108883.30,1111.05
"leeds, ma",3,3239.57,1079.86
"moro, or",4,516.00,129.00
"snyder, tx",2,2285.04,1142.52
"millersburg, mi",1,823.62,823.62
"kerrville, tx",18,11115.31,617.52
"monroe, nc",48,153840.08,3205.00
"mc kees rocks, pa",10,12821.44,1282.14
"lenoir city, tn",5,6970.81,1394.16
"caseyville, il",3,2494.11,831.37
"kettering, oh",19,20065.56,1056.08
"cummaquid, ma",1,466.44,466.44
"south salem, ny",14,12399.17,885.66
"center point, ia",3,5003.32,1667.77
"portland, tx",9,10532.72,1170.30
"sturgeon, mo",3,2591.00,863.67
"banning, ca",3,2661.43,887.14
"luke air force base, az",3,1102.91,367.64
"port aransas, tx",4,11326.96,2831.74
"woodcliff lake, nj",9,7094.04,788.23
"guntersville, al",4,4002.91,1000.73
"new london, ct",5,2442.72,488.54
"crestwood, ky",17,17925.35,1054.43
"westminster, sc",1,139.91,139.91
"durant, ok",20,48549.71,2427.49
"bay point, ca",9,6525.23,725.03
"round lake beach, il",4,2478.82,619.71
"spring lake, mi",12,13354.94,1112.91
"frostburg, md",3,3263.12,1087.71
"lantana, fl",3,616.30,205.43
"bishop, ga",2,1267.46,633.73
"washingtonville, ny",3,1765.68,588.56
"holly ridge, nc",3,2801.26,933.75
"oak brook, il",16,13518.19,844.89
"hercules, ca",19,16372.47,861.71
"montpelier, oh",2,587.73,293.87
"wayland, mi",3,3081.42,1027.14
"morro bay, ca",9,5166.01,574.00
"harbor city, ca",7,5237.55,748.22
"wabash, in",3,3680.80,1226.93
"lake elsinore, ca",12,12331.36,1027.61
"oronoco, mn",9,8143.95,904.88
"brillion, wi",2,1567.10,783.55
"fitchburg, ma",12,19520.65,1626.72
"vine grove, ky",5,4596.16,919.23
"grand ledge, mi",13,9470.73,728.52
"stevenson ranch, ca",23,23361.82,1015.73
"saint bonifacius, mn",1,1070.95,1070.95
"peoria heights, il",1,877.63,877.63
"de soto, mo",4,1212.00,303.00
"bellport, ny",5,4596.35,919.27
"middleton, ma",10,11893.63,1189.36
"markleville, in",3,2116.89,705.63
"goffstown, nh",19,18581.40,977.97
"palm city, fl",28,31093.12,1110.47
"newburgh, in",19,18929.58,996.29
"oakbrook terrace, il",10,9337.27,933.73
"raton, nm",2,1897.51,948.76
"atmore, al",3,1653.48,551.16
"richfield, wi",4,4044.88,1011.22
"winder, ga",5,3759.38,751.88
"trevor, wi",4,2537.29,634.32
"east haven, ct",5,5249.44,1049.89
"minocqua, wi",5,1925.90,385.18
"mount vernon, oh",7,3805.23,543.60
"normandy, tn",1,215.11,215.11
"pawtucket, ri",23,22427.62,975.11
"ludlow, ky",5,4968.64,993.73
"springfield, pa",20,13717.43,685.87
"painesville, oh",14,9831.64,702.26
"heber city, ut",26,30204.19,1161.70
"bremen, ky",1,729.28,729.28
"angleton, tx",5,7398.81,1479.76
"coon valley, wi",1,715.29,715.29
"elon, nc",6,22406.85,3734.48
"nevada, ia",5,5367.12,1073.42
"cardiff by the sea, ca",25,16337.28,653.49
"gardner, ks",14,11552.37,825.17
"south lyon, mi",24,23999.94,1000.00
"cave springs, ar",10,10137.60,1013.76
"kirklin, in",1,671.96,671.96
"pendleton, in",3,2494.36,831.45
"newington, ct",30,28702.78,956.76
"hampton, nh",15,9394.00,626.27
"charlton, ma",3,7513.67,2504.56
"kutztown, pa",7,7804.78,1114.97
"south kortright, ny",1,930.96,930.96
"yuma, az",29,44379.71,1530.33
"spruce pine, nc",3,3421.56,1140.52
"irondale, al",9,8617.32,957.48
"rockport, me",9,6197.31,688.59
"benson, nc",5,3254.23,650.85
"crofton, md",37,28386.11,767.19
"tonasket, wa",8,7834.22,979.28
"oakland, nj",11,9723.31,883.94
"schererville, in",14,11260.67,804.33
"cedarburg, wi",13,9459.15,727.63
"ringwood, nj",9,6195.98,688.44
"armonk, ny",29,26912.30,928.01
"johnstown, pa",10,7909.14,790.91
"the hills, tx",8,4384.08,548.01
"daleville, va",3,2905.44,968.48
"holland, oh",22,28381.58,1290.07
"new castle, de",35,20350.67,581.45
"burbank, wa",6,11157.73,1859.62
"sandy hook, ct",17,17356.63,1020.98
"shepherdsville, ky",9,10257.62,1139.74
"kearney, mo",8,5944.20,743.03
"caruthers, ca",1,105.82,105.82
"wyncote, pa",5,3706.82,741.36
"fairfax station, va",32,25948.30,810.88
"biltmore forest, nc",5,3711.19,742.24
"highland, ca",13,9239.42,710.72
"olathe, co",4,3513.10,878.28
"lebanon, tn",16,17625.71,1101.61
"ormond beach, fl",19,17738.53,933.61
"sun city, ca",5,3371.26,674.25
"millington, nj",4,3769.19,942.30
"riverton, wy",3,3796.78,1265.59
"saltville, va",1,418.03,418.03
"krum, tx",5,3539.56,707.91
"capistrano beach, ca",3,2170.09,723.36
"forest hill, md",16,15511.50,969.47
"harris, mn",6,3487.98,581.33
"morganville, nj",29,22697.93,782.69
"eastlake, oh",3,3419.35,1139.78
"west babylon, ny",9,9428.31,1047.59
"manson, wa",3,2305.71,768.57
"fort belvoir, va",8,27335.29,3416.91
"travelers rest, sc",13,10189.19,783.78
"monte sereno, ca",13,9823.06,755.62
"lowell, nc",1,105.93,105.93
"effingham, il",8,14944.71,1868.09
"aurora, ne",3,2291.47,763.82
"bellevue, ne",47,58613.63,1247.10
"lawndale, ca",9,8772.33,974.70
"sunriver, or",8,5530.00,691.25
"cutler bay, fl",10,7495.18,749.52
"chittenango, ny",3,2651.40,883.80
"mount laurel, nj",35,28699.35,819.98
"tonganoxie, ks",3,1960.45,653.48
"south pasadena, fl",4,2888.46,722.12
"north ogden, ut",8,7253.32,906.67
"mineral wells, wv",2,1868.78,934.39
"belton, tx",17,17190.79,1011.22
"lovingston, va",1,681.50,681.50
"waimanalo, hi",2,5855.05,2927.53
"williston, nd",15,30177.23,2011.82
"auburndale, fl",2,1161.55,580.78
"highland village, tx",14,11216.45,801.18
"madison heights, va",5,2214.46,442.89
"maple plain, mn",4,3741.86,935.47
"moriches, ny",2,1816.21,908.11
"lindon, ut",13,12207.37,939.03
"afton, ok",2,1757.87,878.94
"swanton, vt",8,4724.52,590.57
"redstone arsenal, al",1,7893.00,7893.00
"long branch, nj",12,10909.77,909.15
"thiensville, wi",7,5856.29,836.61
"san anselmo, ca",47,39100.03,831.92
"clear spring, md",1,795.00,795.00
"dearborn heights, mi",17,12830.78,754.75
"highland heights, oh",4,5778.00,1444.50
"dennisville, nj",1,217.52,217.52
"cold spring, mn",3,1943.24,647.75
"eldersburg, md",14,11580.90,827.21
"monroe, la",10,10500.71,1050.07
"basehor, ks",5,4235.94,847.19
"brattleboro, vt",9,4183.48,464.83
"teaneck, nj",35,21506.01,614.46
"hermantown, mn",9,13131.30,1459.03
"titusville, fl",16,11840.71,740.04
"kennedy space center, fl",5,4292.00,858.40
"riverbank, ca",7,3754.29,536.33
"lafayette, al",2,4499.50,2249.75
"osceola, wi",2,2722.96,1361.48
"amherst, ny",23,19674.90,855.43
"enfield, nh",9,8267.00,918.56
"glenside, pa",18,12545.61,696.98
"burlington, ky",1,939.16,939.16
"tiverton, ri",8,13148.80,1643.60
"foxborough, ma",16,16850.01,1053.13
"queenstown, md",2,1906.94,953.47
"pembroke, nh",10,12709.00,1270.90
"fairfield, pa",3,2264.28,754.76
"telluride, co",28,24037.00,858.46
"everson, wa",3,9659.05,3219.68
"saint marys, pa",6,5035.10,839.18
"crested butte, co",19,28244.62,1486.56
"wellfleet, ma",4,4302.50,1075.63
"lake zurich, il",25,18086.81,723.47
"conway, ar",15,11704.40,780.29
"norton shores, mi",13,8736.35,672.03
"fossil, or",1,1615.40,1615.40
"peyton, co",17,10249.53,602.91
"fredericksburg, tx",17,20611.14,1212.42
"millcreek, ut",30,30458.51,1015.28
"pepperell, ma",8,6677.40,834.68
"chaplin, ct",3,1089.02,363.01
"buckley, wa",7,6099.02,871.29
"cave city, ar",1,2073.78,2073.78
"queensbury, ny",12,13044.37,1087.03
"nicasio, ca",1,387.54,387.54
"waterloo, ia",19,13218.78,695.73
"muscatine, ia",6,7793.88,1298.98
"trabuco canyon, ca",31,20637.48,665.73
"farmington, ny",8,15074.74,1884.34
"harrisburg, il",5,10485.82,2097.16
"elko, mn",1,1271.75,1271.75
"new meadows, id",2,1145.80,572.90
"secane, pa",6,5076.76,846.13
"lafayette hill, pa",10,11786.13,1178.61
"jamul, ca",8,11806.84,1475.86
"cumberland, md",10,8810.80,881.08
"saint anthony, id",6,3799.25,633.21
"mechanicville, ny",6,4687.72,781.29
"south yarmouth, ma",2,2136.69,1068.35
"clayton, mo",20,16739.00,836.95
"parma, oh",14,11730.75,837.91
"arlington, tn",17,14563.05,856.65
"kihei, hi",6,11037.69,1839.62
"ritzville, wa",2,2354.40,1177.20
"sicklerville, nj",11,9307.19,846.11
"lookout mountain, ga",6,6603.66,1100.61
"fresh meadows, ny",18,14434.51,801.92
"crestline, ca",7,3972.85,567.55
"new hudson, mi",13,10077.42,775.19
"warwick, pa",2,1052.16,526.08
"w saint paul, mn",19,19832.92,1043.84
"burleson, tx",26,31466.41,1210.25
"lovettsville, va",9,6724.64,747.18
"oswego, il",23,17225.43,748.93
"leeds, ut",3,7208.80,2402.93
"vilonia, ar",2,3612.06,1806.03
"edwards, co",19,18269.42,961.55
"flossmoor, il",6,1662.82,277.14
"rodeo, ca",4,7642.76,1910.69
"grand rapids, mn",9,7577.43,841.94
"topanga, ca",8,5892.23,736.53
"larkspur, ca",39,31327.59,803.27
"hurst, tx",21,19430.56,925.26
"clear brook, va",4,4600.74,1150.19
"piqua, oh",6,3748.54,624.76
"hillside, nj",3,3022.82,1007.61
"clermont, fl",46,40247.98,874.96
"york haven, pa",1,103.88,103.88
"greensboro, ga",10,7186.79,718.68
"river oaks, tx",2,1336.02,668.01
"aledo, tx",42,49427.44,1176.84
"potosi, wi",4,1357.74,339.44
"little falls, mn",5,2985.42,597.08
"aspen, co",31,36039.26,1162.56
"duncanville, tx",10,7598.07,759.81
"raymond, nh",4,4150.00,1037.50
"depew, ny",9,6368.16,707.57
"middletown, ca",16,27472.51,1717.03
"saranac lake, ny",13,7670.11,590.01
"essex junction, vt",35,26582.28,759.49
"manhattan, ks",62,63158.27,1018.68
"monterey, ma",2,2644.56,1322.28
"canandaigua, ny",16,16676.50,1042.28
"rohnert park, ca",34,50470.78,1484.43
"vian, ok",1,1836.00,1836.00
"cape girardeau, mo",17,14005.44,823.85
"hutchinson, ks",13,14746.77,1134.37
"manchester, ky",3,1972.24,657.41
"battle ground, wa",38,44596.39,1173.59
"lebanon, in",6,8874.09,1479.02
"cartersville, ga",17,18421.12,1083.60
"havelock, nc",2,3200.37,1600.19
"whitsett, nc",4,4145.10,1036.28
"port huron, mi",10,12227.21,1222.72
"redmond, or",43,84547.99,1966.23
"saint charles, mn",5,5931.40,1186.28
"manchester, mo",8,5638.00,704.75
"grinnell, ia",4,2805.54,701.39
"burr ridge, il",21,15691.50,747.21
"andalusia, al",6,13313.16,2218.86
"newhall, ca",7,6412.89,916.13
"jenner, ca",2,2302.53,1151.27
"camp pendleton, ca",1,453.20,453.20
"carol stream, il",18,10854.52,603.03
"middleboro, ma",21,19975.83,951.23
"rockland, ma",12,11129.70,927.48
"haslett, mi",12,11509.46,959.12
"garden city, id",17,17892.80,1052.52
"hillsdale, nj",9,6500.71,722.30
"boyce, va",5,4789.05,957.81
"pinole, ca",13,9787.53,752.89
"lisbon, ct",6,4168.07,694.68
"thorp, wi",3,2912.87,970.96
"ripley, tn",1,1167.74,1167.74
"waynetown, in",2,638.79,319.40
"alcalde, nm",2,1452.83,726.42
"demarest, nj",10,7803.98,780.40
"sullivan, mo",1,169.00,169.00
"elkridge, md",44,35776.23,813.10
"kannapolis, nc",9,7289.91,809.99
"centerville, in",3,1847.89,615.96
"cleburne, tx",6,5359.47,893.25
"hampton bays, ny",10,10250.24,1025.02
"oneida, ny",3,1385.41,461.80
"edgewood, wa",16,20444.12,1277.76
"franklin, nc",12,13271.31,1105.94
"somerset, ma",9,9664.52,1073.84
"berea, oh",6,3301.56,550.26
"black river falls, wi",10,8629.09,862.91
"indian hills, co",4,2124.15,531.04
"panama city, fl",34,27074.78,796.32
"monkton, md",5,4477.48,895.50
"trotwood, oh",2,1113.70,556.85
"colbert, wa",7,4601.74,657.39
"carbondale, pa",1,210.94,210.94
"stayton, or",5,5098.99,1019.80
"cave spring, va",3,4178.76,1392.92
"carlton, mn",5,2118.10,423.62
"price, ut",4,6728.68,1682.17
"bellevue, ky",5,3013.79,602.76
"englewood, oh",5,14361.67,2872.33
"lyme, ct",4,2120.63,530.16
"willow spring, nc",24,19885.57,828.57
"walla walla, wa",20,18826.60,941.33
"woodridge, il",33,30739.26,931.49
"saint johnsbury, vt",7,2877.59,411.08
"medley, fl",25,35944.90,1437.80
"grafton, ma",14,12551.05,896.50
"idyllwild, ca",4,634.00,158.50
"lorton, va",25,24344.56,973.78
"new glarus, wi",5,3791.68,758.34
"taneytown, md",4,2287.17,571.79
"west windsor, nj",20,15079.38,753.97
"cumming, ia",4,4129.13,1032.28
"south charleston, wv",6,5879.65,979.94
"dickinson, nd",10,10724.00,1072.40
"greenfield, ma",17,17060.56,1003.56
"newport, me",4,2068.85,517.21
"logan, oh",4,713.23,178.31
"morganton, nc",11,10742.92,976.63
"colebrook, nh",4,4470.00,1117.50
"gray, me",13,8317.17,639.78
"taylors, sc",20,16813.34,840.67
"savoy, il",7,3360.49,480.07
"spicewood, tx",24,23859.40,994.14
"fort gibson, ok",3,2552.54,850.85
"oakridge, tn",1,320.47,320.47
"indian trail, nc",23,25857.22,1124.23
"geneseo, ny",5,5354.64,1070.93
"metuchen, nj",33,35600.86,1078.81
"indiana, pa",9,11365.04,1262.78
"rincon, ga",8,8825.18,1103.15
"parkton, md",7,5852.73,836.10
"stilwell, ks",4,5620.13,1405.03
"grosse pointe park, mi",14,12535.03,895.36
"forestville, ca",5,2635.25,527.05
"ivyland, pa",3,3810.70,1270.23
"streetsboro, oh",11,9891.72,899.25
"enfield, ct",20,20851.16,1042.56
"ashford, ct",2,1516.55,758.28
"earlton, ny",1,474.12,474.12
"lithonia, ga",11,7469.70,679.06
"derwood, md",15,13349.51,889.97
